Date,Description,Money in,Money out
18/04/2024,TESCO STORES 2544 (VIA APPLE £ 3.40,0.0,3.4
18/04/2024,BBS BAKERS AND BARISTA (VIA £ 9.25,0.0,9.25
18/04/2024,MARKS&SPENCER PLC SACA (VIA £ 26.10,0.0,26.1
18/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 9.90",0.0,9.9
18/05/2024,0,100.0,0.0
18/05/2024,SUPERDRUG STORES PLC (VIA £ 3.99,0.0,3.99
18/05/2024,SUPERDRUG STORES PLC (VIA £ 6.88,0.0,6.88
18/05/2024,TESCO STORES 2544 (VIA APPLE £ 10.95,0.0,10.95
18/06/2024,"BESPOKE CAFE (VIA APPLE PAY), £ 6.40",0.0,6.4
18/06/2024,"NANOU DONUTS (VIA APPLE PAY), £ 6.10",0.0,6.1
18/06/2024,CARD PAYMENT TO PAYPAL £ 4.19,0.0,4.19
18/06/2024,"MR TRIMMER (VIA APPLE PAY), £ 30.00",0.0,30.0
18/06/2024,"KESARI STORE (VIA APPLE PAY), £ 4.99",0.0,4.99
18/06/2024,"KESARI STORE (VIA APPLE PAY), £ 3.78",0.0,3.78
18/06/2024,0,0.0,16.0
18/06/2024,MEDI FOOD CENTRE (VIA APPLE £ 3.67,0.0,3.67
18/08/2023,BILL PAYMENT VIA FASTER £ 27.00,0.0,27.0
18/12/2023,0,280.0,0.0
19/01/2024,"THE BOHEMIA (VIA APPLE PAY), £ 11.90",0.0,11.9
19/01/2024,TESCO STORES 2544 (VIA APPLE £ 2.85,0.0,2.85
19/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
19/02/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
19/03/2024,MEDI FOOD CENTRE (VIA APPLE £ 1.84,0.0,1.84
19/03/2024,"APPLE.COM/BILL (VIA APPLE PAY), £ 10.99",0.0,10.99
19/03/2024,TESCO STORES 6611 (VIA APPLE £ 3.40,0.0,3.4
19/04/2024,"COSTA COFFEE (VIA APPLE PAY), £ 8.25",0.0,8.25
19/04/2024,TESCO STORES 2544 (VIA APPLE £ 6.30,0.0,6.3
19/04/2024,TESCO STORES 2544 (VIA APPLE £ 0.30,0.0,0.3
19/04/2024,SQ *PHILIPPE CONTICINI (VIA £ 3.50,0.0,3.5
19/05/2024,PAME GREEK LTD (VIA APPLE £ 39.71,0.0,39.71
19/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
19/05/2024,TRUE CHICKEN LTD (VIA APPLE £ 19.57,0.0,19.57
19/05/2024,TESCO STORES 2544 (VIA APPLE £ 6.75,0.0,6.75
19/05/2024,"APPLE.COM/BILL (VIA APPLE PAY), £ 10.99",0.0,10.99
19/05/2024,"HUMAN FOREST (VIA APPLE PAY), £ 1.50",0.0,1.5
19/06/2024,TESCO STORES 2544 (VIA APPLE £ 11.34,0.0,11.34
19/06/2024,HOOP AND TOY (KENSINGT (VIA £ 7.55,0.0,7.55
19/06/2024,0,50.0,0.0
19/06/2024,CARD PAYMENT TO TRUE £ 12.08,0.0,12.08
19/06/2024,"BESPOKE CAFE (VIA APPLE PAY), £ 3.20",0.0,3.2
19/06/2024,TESCO STORES 2544 (VIA APPLE £ 8.50,0.0,8.5
19/06/2024,"NANOU DONUTS (VIA APPLE PAY), £ 6.10",0.0,6.1
19/06/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 7.60",0.0,7.6
19/08/2023,BILL PAYMENT VIA FASTER £ 30.00,0.0,30.0
19/08/2023,BILL PAYMENT VIA FASTER £ 20.00,0.0,20.0
19/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 6.30",0.0,6.3
19/12/2023,TESCO STORES 2249 (VIA APPLE £ 3.00,0.0,3.0
19/12/2023,SIR SYDNEY SMITH (VIA APPLE £ 11.60,0.0,11.6
19/12/2023,BROADWICK STREET LEON (VIA £ 10.98,0.0,10.98
19/12/2023,BOLT.EU/O/2312190102 (VIA £ 11.20,0.0,11.2
19/12/2023,CARD PAYMENT TO £ 20.00,0.0,20.0
19/12/2023,TESCO STORES 2249 (VIA APPLE £ 5.15,0.0,5.15
19/12/2023,CARD PAYMENT TO THREE ON £ 20.00,0.0,20.0
19/12/2023,0,0.0,9.83
19/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 4.05",0.0,4.05
19/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 3.80",0.0,3.8
20/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
20/01/2024,TESCO STORES 2544 (VIA APPLE £ 7.50,0.0,7.5
20/01/2024,CARD PAYMENT TO THREE ON £ 20.00,0.0,20.0
20/01/2024,"STARBUCKS (VIA APPLE PAY), ON £ 2.85",0.0,2.85
20/01/2024,MCDONALDS 420 (VIA APPLE £ 4.28,0.0,4.28
20/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 1.75",0.0,1.75
20/03/2024,TRUE CHICKEN LTD (VIA APPLE £ 9.28,0.0,9.28
20/03/2024,TESCO STORES 6611 (VIA APPLE £ 1.10,0.0,1.1
20/04/2024,TRUE CHICKEN LTD (VIA APPLE £ 12.08,0.0,12.08
20/04/2024,"FINLAYS (VIA APPLE PAY), ON £ 2.64",0.0,2.64
20/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
20/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 4.95",0.0,4.95
20/05/2024,GAILS - SOUTH KENSINGT (VIA £ 6.80,0.0,6.8
20/08/2023,BILL PAYMENT VIA FASTER £ 20.00,0.0,20.0
20/08/2023,BILL PAYMENT VIA FASTER £ 10.00,0.0,10.0
20/12/2023,DINES* TSQ JOBLAKECAFE (VIA £ 13.00,0.0,13.0
20/12/2023,CARD PAYMENT TO Happy Bones £ 3.80,0.0,3.8
20/12/2023,"TFL TRAVEL CH (VIA APPLE PAY), £ 5.90",0.0,5.9
20/12/2023,CARD PAYMENT TO LANGHAM £ 139.09,0.0,139.09
20/12/2023,LEICESTER SQUARE YOKOC (VIA £ 52.07,0.0,52.07
20/12/2023,CROWN & SCEPTRE (VIA APPLE £ 15.40,0.0,15.4
20/12/2023,UBR* PENDING.UBER.COM (VIA £ 19.92,0.0,19.92
20/12/2023,CARD PAYMENT TO TESCO £ 21.35,0.0,21.35
20/12/2023,CARD PAYMENT TO Dr Martens £ 177.50,0.0,177.5
21/01/2024,TESCO STORES 2544 (VIA APPLE £ 1.50,0.0,1.5
21/01/2024,TESCO STORES 2544 (VIA APPLE £ 1.62,0.0,1.62
21/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 1.95",0.0,1.95
21/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
21/03/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.37,0.0,2.37
21/03/2024,"COSTA COFFEE (VIA APPLE PAY), £ 11.70",0.0,11.7
21/03/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.15",0.0,4.15
21/03/2024,DURUM OCAKBASI RESTAUR (VIA £ 7.50,0.0,7.5
21/03/2024,TESCO STORES 2544 (VIA APPLE £ 5.60,0.0,5.6
21/03/2024,"MR TRIMMER (VIA APPLE PAY), £ 30.00",0.0,30.0
21/04/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.35",0.0,4.35
21/04/2024,"TINTICO (VIA APPLE PAY), ON £ 3.50",0.0,3.5
21/04/2024,MEDI FOOD CENTRE (VIA APPLE £ 3.17,0.0,3.17
21/04/2024,TESCO STORES 2544 (VIA APPLE £ 1.95,0.0,1.95
21/04/2024,TESCO STORES 2544 (VIA APPLE £ 5.95,0.0,5.95
21/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
21/05/2024,TESCO STORES 2544 (VIA APPLE £ 9.30,0.0,9.3
21/08/2023,BILL PAYMENT VIA FASTER £ 33.00,0.0,33.0
21/12/2023,ZETTLE_*INSIDE SUCCESS (VIA £ 5.00,0.0,5.0
21/12/2023,CARD PAYMENT TO SQ *HAYS ON £ 11.00,0.0,11.0
21/12/2023,CARD PAYMENT TO MIHIR KANTI £ 25.00,0.0,25.0
21/12/2023,CARD PAYMENT TO BKG*HOTEL £ 117.00,0.0,117.0
21/12/2023,CARD PAYMENT TO CAFFE NERO £ 6.15,0.0,6.15
21/12/2023,"TFL TRAVEL CH (VIA APPLE PAY), £ 8.10",0.0,8.1
21/12/2023,NYA*WOMBATS LONDON LTD (VIA £ 1.00,0.0,1.0
21/12/2023,ZETTLE_*GOURMET SAUSAG (VIA £ 24.00,0.0,24.0
22/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
22/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 2.75",0.0,2.75
22/01/2024,TESCO STORES 2544 (VIA APPLE £ 2.85,0.0,2.85
22/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 2.70",0.0,2.7
22/03/2024,TESCO STORES 6611 (VIA APPLE £ 1.10,0.0,1.1
22/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
22/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
22/04/2024,TRUE CHICKEN LTD (VIA APPLE £ 12.08,0.0,12.08
22/04/2024,TESCO STORES 2544 (VIA APPLE £ 1.30,0.0,1.3
22/04/2024,UNCLE TONYS TAVERNA (VIA £ 38.00,0.0,38.0
22/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
22/05/2024,TESCO STORES 2544 (VIA APPLE £ 5.40,0.0,5.4
22/05/2024,0,50.0,0.0
22/05/2024,TRUE CHICKEN LTD (VIA APPLE £ 6.29,0.0,6.29
22/08/2023,0,0.0,30.0
22/12/2023,MARTIN MCCOLL (VIA APPLE £ 2.19,0.0,2.19
22/12/2023,POST OFFICE COUNTER (VIA £ 4.40,0.0,4.4
22/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 1.95",0.0,1.95
22/12/2023,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.20",0.0,3.2
22/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 9.00",0.0,9.0
23/01/2024,"NANOU DONUTS (VIA APPLE PAY), £ 3.40",0.0,3.4
23/01/2024,"WAITROSE 876 (VIA APPLE PAY), £ 6.60",0.0,6.6
23/01/2024,BILL PAYMENT VIA FASTER £ 200.00,0.0,200.0
23/01/2024,TESCO STORES 2544 (VIA APPLE £ 3.65,0.0,3.65
23/01/2024,TESCO STORES 2544 (VIA APPLE £ 9.70,0.0,9.7
23/03/2024,MEDI FOOD CENTRE (VIA APPLE £ 3.29,0.0,3.29
23/03/2024,TESCO STORES 6611 (VIA APPLE £ 1.10,0.0,1.1
23/04/2024,GAILS - SOUTH KENSINGT (VIA £ 6.30,0.0,6.3
23/04/2024,TESCO STORES 2544 (VIA APPLE £ 15.93,0.0,15.93
23/04/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.35",0.0,4.35
23/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
23/05/2024,"MR TRIMMER (VIA APPLE PAY), £ 30.00",0.0,30.0
23/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 2.50",0.0,2.5
23/12/2023,KURK CHICKEN BAR (VIA APPLE £ 9.89,0.0,9.89
23/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 5.75",0.0,5.75
23/12/2023,"APPLE.COM/BILL (VIA APPLE PAY), £ 7.99",0.0,7.99
23/12/2023,DICLE FOOD CENTRE (VIA APPLE £ 4.98,0.0,4.98
23/12/2023,"TFL TRAVEL CH (VIA APPLE PAY), £ 5.30",0.0,5.3
24/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
24/01/2024,TESCO STORES 2544 (VIA APPLE £ 3.90,0.0,3.9
24/01/2024,"WAITROSE 876 (VIA APPLE PAY), £ 3.70",0.0,3.7
24/01/2024,TESCO STORES 2544 (VIA APPLE £ 14.80,0.0,14.8
24/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
24/03/2024,TESCO STORES 6611 (VIA APPLE £ 3.40,0.0,3.4
24/03/2024,TRUE CHICKEN LTD (VIA APPLE £ 8.29,0.0,8.29
24/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 5.25",0.0,5.25
24/04/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.88,0.0,2.88
24/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
24/04/2024,BILL PAYMENT VIA FASTER £ 50.00,0.0,50.0
24/04/2024,TRUE CHICKEN LTD (VIA APPLE £ 12.08,0.0,12.08
24/04/2024,TESCO STORES 2544 (VIA APPLE £ 4.50,0.0,4.5
24/04/2024,"COSTA COFFEE (VIA APPLE PAY), £ 5.20",0.0,5.2
24/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
24/05/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.38,0.0,2.38
24/05/2024,0,60.0,0.0
24/08/2023,BILL PAYMENT VIA FASTER £ 20.00,0.0,20.0
24/12/2023,SHELL BATTERSEA (VIA APPLE £ 1.90,0.0,1.9
24/12/2023,KFC EARLSFIELD (VIA APPLE £ 20.96,0.0,20.96
24/12/2023,SAINSBURYS S/MKTS (VIA APPLE £ 4.40,0.0,4.4
24/12/2023,"TFL TRAVEL CH (VIA APPLE PAY), £ 7.05",0.0,7.05
25/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
25/01/2024,TESCO STORES 2544 (VIA APPLE £ 2.59,0.0,2.59
25/01/2024,"STARBUCKS (VIA APPLE PAY), ON £ 2.95",0.0,2.95
25/01/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 4.95",0.0,4.95
25/01/2024,"MCDONALDS (VIA APPLE PAY), ON £ 8.17",0.0,8.17
25/01/2024,SQ *CAFE DE NATA - SOH (VIA £ 5.90,0.0,5.9
25/03/2024,TESCO STORES 6611 (VIA APPLE £ 6.30,0.0,6.3
25/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 5.25",0.0,5.25
25/03/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.58,0.0,2.58
25/04/2024,TESCO STORES 2544 (VIA APPLE £ 7.55,0.0,7.55
25/05/2024,"BESPOKE CAFE (VIA APPLE PAY), £ 7.20",0.0,7.2
25/05/2024,"SQ *15GRAMS (VIA APPLE PAY), £ 8.20",0.0,8.2
25/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
25/05/2024,0,70.0,0.0
25/05/2024,CARD PAYMENT TO PAYPAL £ 9.77,0.0,9.77
25/08/2023,BILL PAYMENT VIA FASTER £ 50.00,0.0,50.0
25/08/2023,BILL PAYMENT VIA FASTER £ 30.00,0.0,30.0
25/12/2023,0,0.0,7.25
25/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 5.75",0.0,5.75
26/01/2024,TURKISH GOBBLE (VIA APPLE £ 6.95,0.0,6.95
26/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
26/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 2.65",0.0,2.65
26/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 1.70",0.0,1.7
26/03/2024,TESCO STORES 6611 (VIA APPLE £ 1.10,0.0,1.1
26/03/2024,ALLENS PHARMACY (VIA APPLE £ 4.75,0.0,4.75
26/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
26/04/2024,TRUE CHICKEN LTD (VIA APPLE £ 12.08,0.0,12.08
26/04/2024,"BESPOKE CAFE (VIA APPLE PAY), £ 3.70",0.0,3.7
26/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 8.80",0.0,8.8
26/04/2024,TRUE CHICKEN LTD (VIA APPLE £ 4.79,0.0,4.79
26/04/2024,TESCO STORES 2544 (VIA APPLE £ 33.30,0.0,33.3
26/05/2024,"AMORA GUSTO (VIA APPLE PAY), £ 6.70",0.0,6.7
26/05/2024,ANTEPLILER LIVER (VIA APPLE £ 32.00,0.0,32.0
26/05/2024,SUPERDRUG STORES PLC (VIA £ 11.48,0.0,11.48
26/05/2024,0,294.82,0.0
26/05/2024,HALA RESTAURANT (VIA APPLE £ 8.25,0.0,8.25
26/05/2024,CITIZENM TOWER OF LOND (VIA £ 4.00,0.0,4.0
26/05/2024,"AMORA GUSTO (VIA APPLE PAY), £ 13.40",0.0,13.4
26/05/2024,SAINSBURYS S/MKTS (VIA APPLE £ 1.10,0.0,1.1
26/05/2024,CARD PAYMENT TO Netflix.com ON £ 4.99,0.0,4.99
26/05/2024,HONEST BURGERS BOROUGH £ 17.91,0.0,17.91
26/05/2024,CITIZENM TOWER OF LOND (VIA £ 3.80,0.0,3.8
26/08/2023,BILL PAYMENT VIA FASTER £ 10.00,0.0,10.0
26/08/2023,BILL PAYMENT VIA FASTER £ 15.00,0.0,15.0
26/12/2023,DICLE FOOD CENTRE (VIA APPLE £ 3.18,0.0,3.18
26/12/2023,"BESPOKE CAFE (VIA APPLE PAY), £ 3.10",0.0,3.1
27/01/2024,DICLE FOOD CENTRE (VIA APPLE £ 12.04,0.0,12.04
27/01/2024,ARRANGED OVERDRAFT £ 13.06,0.0,13.06
27/01/2024,"STARBUCKS (VIA APPLE PAY), ON £ 2.85",0.0,2.85
27/03/2024,COOTES PHARMACY LTD (VIA £ 2.00,0.0,2.0
27/03/2024,TESCO STORES 6611 (VIA APPLE £ 1.10,0.0,1.1
27/03/2024,CARD PAYMENT TO NETFLIX.COM £ 4.99,0.0,4.99
27/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
27/03/2024,TRUE CHICKEN LTD (VIA APPLE £ 9.38,0.0,9.38
27/03/2024,ARRANGED OVERDRAFT £ 10.26,0.0,10.26
27/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 5.40",0.0,5.4
27/04/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.29,0.0,2.29
27/04/2024,MARKS&SPENCER PLC SACA (VIA £ 45.10,0.0,45.1
27/04/2024,SUPERDRUG STORES PLC (VIA £ 3.49,0.0,3.49
27/04/2024,ARRANGED OVERDRAFT £ 13.49,0.0,13.49
27/04/2024,HASTY TASTY PIZZA (VIA APPLE £ 3.50,0.0,3.5
27/04/2024,TESCO STORES 2544 (VIA APPLE £ 2.50,0.0,2.5
27/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
27/05/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.58,0.0,2.58
27/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 29.35",0.0,29.35
27/08/2023,BILL PAYMENT VIA FASTER £ 20.00,0.0,20.0
27/09/2023,CARD PAYMENT TO AMZN Mktp DE £ 11.08,0.0,11.08
27/09/2023,CARD PAYMENT TO AMZN Mktp £ 38.55,0.0,38.55
27/09/2023,ARRANGED OVERDRAFT £ 14.15,0.0,14.15
27/10/2023,ARRANGED OVERDRAFT £ 14.01,0.0,14.01
27/12/2023,"BESPOKE CAFE (VIA APPLE PAY), £ 2.65",0.0,2.65
27/12/2023,DICLE FOOD CENTRE (VIA APPLE £ 4.26,0.0,4.26
27/12/2023,ARRANGED OVERDRAFT £ 14.47,0.0,14.47
27/12/2023,TESCO STORES 2544 (VIA APPLE £ 3.90,0.0,3.9
27/12/2023,"BESPOKE CAFE (VIA APPLE PAY), £ 6.20",0.0,6.2
28/01/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.25",0.0,4.25
28/01/2024,TESCO STORES 2544 (VIA APPLE £ 4.80,0.0,4.8
28/03/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.39,0.0,2.39
28/03/2024,"COSTA COFFEE (VIA APPLE PAY), £ 6.50",0.0,6.5
28/03/2024,TESCO STORES 2544 (VIA APPLE £ 4.15,0.0,4.15
28/04/2024,TRUE CHICKEN LTD (VIA APPLE £ 12.08,0.0,12.08
28/04/2024,UNCLE TONYS TAVERNA (VIA £ 16.00,0.0,16.0
28/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
28/04/2024,0,20.0,0.0
28/05/2024,"APPLE.COM/BILL (VIA APPLE PAY), £ 19.99",0.0,19.99
28/05/2024,ARRANGED OVERDRAFT £ 10.78,0.0,10.78
28/05/2024,TESCO STORES 2544 (VIA APPLE £ 1.80,0.0,1.8
28/05/2024,MEDI FOOD CENTRE (VIA APPLE £ 1.98,0.0,1.98
28/05/2024,0,0.0,6.6
28/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
28/05/2024,TESCO STORES 2544 (VIA APPLE £ 14.20,0.0,14.2
28/08/2023,BILL PAYMENT VIA FASTER £ 10.00,0.0,10.0
28/11/2023,0,0.0,13.47
28/12/2023,TESCO STORES 2544 (VIA APPLE £ 2.85,0.0,2.85
28/12/2023,BILL PAYMENT VIA FASTER £ 120.00,0.0,120.0
28/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 5.75",0.0,5.75
28/12/2023,"TFL TRAVEL CH (VIA APPLE PAY), £ 10.85",0.0,10.85
28/12/2023,CAREBROOK LTD (VIA APPLE £ 3.60,0.0,3.6
28/12/2023,"MCDONALDS (VIA APPLE PAY), ON £ 4.58",0.0,4.58
29/03/2024,"KFC (VIA APPLE PAY), ON £ 8.99",0.0,8.99
29/03/2024,TRUE CHICKEN LTD (VIA APPLE £ 8.29,0.0,8.29
29/03/2024,TRUE CHICKEN LTD (VIA APPLE £ 11.28,0.0,11.28
29/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
29/03/2024,110 TOTAL DENTISTRY (VIA APPLE £ 95.00,0.0,95.0
29/04/2024,0,115.0,0.0
29/04/2024,"TESCO STORES (VIA APPLE PAY), £ 1.03",0.0,1.03
29/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 7.65",0.0,7.65
29/05/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 6.40",0.0,6.4
29/05/2024,TESCO STORES 2544 (VIA APPLE £ 4.35,0.0,4.35
29/05/2024,TRANSFER TO MR LEFTERIS £ 183.40,0.0,183.4
29/05/2024,0,85.0,0.0
29/05/2024,CASH WITHDRAWAL AT TESCO £ 20.00,0.0,20.0
29/05/2024,0,183.4,0.0
29/05/2024,TRANSFER TO MR LEFTERIS £ 85.00,0.0,85.0
29/05/2024,MEDI FOOD CENTRE (VIA APPLE £ 2.58,0.0,2.58
29/05/2024,CASH WITHDRAWAL AT TESCO £ 10.00,0.0,10.0
29/08/2023,BILL PAYMENT VIA FASTER £ 15.15,0.0,15.15
29/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 3.80",0.0,3.8
29/12/2023,"NANOU DONUTS (VIA APPLE PAY), £ 3.50",0.0,3.5
29/12/2023,TESCO STORES 2544 (VIA APPLE £ 9.20,0.0,9.2
29/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 2.65",0.0,2.65
29/12/2023,UBR* PENDING.UBER.COM (VIA £ 7.98,0.0,7.98
29/12/2023,CARD PAYMENT TO APPLE.COM/ £ 10.99,0.0,10.99
30/01/2024,TESCO STORES 2544 (VIA APPLE £ 5.15,0.0,5.15
30/01/2024,TESCO STORES 2544 (VIA APPLE £ 0.65,0.0,0.65
30/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
30/04/2024,TESCO STORES 2544 (VIA APPLE £ 19.35,0.0,19.35
30/04/2024,TESCO STORES 2544 (VIA APPLE £ 6.70,0.0,6.7
30/04/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
30/04/2024,"H & M (VIA APPLE PAY), ON £ 12.99",0.0,12.99
30/04/2024,0,552.0,0.0
30/04/2024,"COSTA COFFEE (VIA APPLE PAY), £ 4.35",0.0,4.35
30/04/2024,"H & M (VIA APPLE PAY), ON £ 22.18",0.0,22.18
30/05/2024,TRANSFER TO MR LEFTERIS £ 20.00,0.0,20.0
30/05/2024,TRANSFER TO MR LEFTERIS £ 20.00,0.0,20.0
30/05/2024,CASH WITHDRAWAL AT Sainsburys £ 20.00,0.0,20.0
30/05/2024,0,20.0,0.0
30/05/2024,TESCO STORES 2544 (VIA APPLE £ 2.95,0.0,2.95
30/05/2024,0,140.0,0.0
30/05/2024,CASH WITHDRAWAL AT £ 140.00,0.0,140.0
30/05/2024,CARD PAYMENT TO MR TRIMMER £ 15.00,0.0,15.0
30/05/2024,0,20.0,0.0
30/05/2024,MEDI FOOD CENTRE (VIA APPLE £ 8.71,0.0,8.71
30/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 3.80",0.0,3.8
30/12/2023,TESCO STORES 2544 (VIA APPLE £ 5.50,0.0,5.5
30/12/2023,TESCO STORES 2544 (VIA APPLE £ 1.34,0.0,1.34
30/12/2023,MEGA FOOD CENTRE (VIA APPLE £ 2.98,0.0,2.98
30/12/2023,"NANOU DONUTS (VIA APPLE PAY), £ 3.50",0.0,3.5
31/01/2024,0,0.0,4.25
31/03/2024,"TFL TRAVEL CH (VIA APPLE PAY), £ 3.50",0.0,3.5
31/03/2024,TESCO STORES 6611 (VIA APPLE £ 1.10,0.0,1.1
31/05/2024,0,48.0,0.0
31/05/2024,CARD PAYMENT TO PAYPAL £ 5.67,0.0,5.67
31/05/2024,0,868.76,0.0
31/05/2024,CARD PAYMENT TO PAYPAL £ 6.90,0.0,6.9
31/05/2024,TRANSFER TO MR LEFTERIS £ 48.00,0.0,48.0
31/05/2024,DURUM OCAKBASI RESTAUR (VIA £ 40.00,0.0,40.0
31/07/2023,TRANSFER TO MR LEFTERIS £ 24.00,0.0,24.0
31/07/2023,0,956.15,0.0
31/07/2023,TRANSFER TO MR LEFTERIS £ 58.00,0.0,58.0
31/08/2023,BILL PAYMENT VIA FASTER £ 30.00,0.0,30.0
31/08/2023,TRANSFER TO MR LEFTERIS £ 30.00,0.0,30.0
31/08/2023,BILL PAYMENT VIA FASTER £ 27.00,0.0,27.0
31/08/2023,0,817.38,0.0
31/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 3.80",0.0,3.8
31/12/2023,"COSTA COFFEE (VIA APPLE PAY), £ 1.95",0.0,1.95
Date,Description Money Out,0.0,0.0
Date,Description Money Out,0.0,0.0
